"","year","state","county_name","county_fips","party","candidatevotes","totalvotes"
"694",2000,"CALIFORNIA","LAKE",6033,"REPUBLICAN",8699,20919
"697",2000,"CALIFORNIA","LASSEN",6035,"DEMOCRAT",2982,10586
"698",2000,"CALIFORNIA","LASSEN",6035,"REPUBLICAN",7080,10586
"701",2000,"CALIFORNIA","LOS ANGELES",6037,"DEMOCRAT",1710505,2695154
"702",2000,"CALIFORNIA","LOS ANGELES",6037,"REPUBLICAN",871930,2695154
"705",2000,"CALIFORNIA","MADERA",6039,"DEMOCRAT",11650,33395
"706",2000,"CALIFORNIA","MADERA",6039,"REPUBLICAN",20283,33395
"709",2000,"CALIFORNIA","MARIN",6041,"DEMOCRAT",79135,123155
"710",2000,"CALIFORNIA","MARIN",6041,"REPUBLICAN",34872,123155
"713",2000,"CALIFORNIA","MARIPOSA",6043,"DEMOCRAT",2816,8074
"714",2000,"CALIFORNIA","MARIPOSA",6043,"REPUBLICAN",4727,8074
"717",2000,"CALIFORNIA","MENDOCINO",6045,"DEMOCRAT",16634,34410
"718",2000,"CALIFORNIA","MENDOCINO",6045,"REPUBLICAN",12272,34410
"721",2000,"CALIFORNIA","MERCED",6047,"DEMOCRAT",22726,50418
"722",2000,"CALIFORNIA","MERCED",6047,"REPUBLICAN",26102,50418
"725",2000,"CALIFORNIA","MODOC",6049,"DEMOCRAT",945,4107
"726",2000,"CALIFORNIA","MODOC",6049,"REPUBLICAN",2969,4107
"729",2000,"CALIFORNIA","MONO",6051,"DEMOCRAT",1788,4371
"730",2000,"CALIFORNIA","MONO",6051,"REPUBLICAN",2296,4371
"733",2000,"CALIFORNIA","MONTEREY",6053,"DEMOCRAT",67618,117534
"734",2000,"CALIFORNIA","MONTEREY",6053,"REPUBLICAN",43761,117534
"737",2000,"CALIFORNIA","NAPA",6055,"DEMOCRAT",28097,51724
"738",2000,"CALIFORNIA","NAPA",6055,"REPUBLICAN",20633,51724
"741",2000,"CALIFORNIA","NEVADA",6057,"DEMOCRAT",17670,47479
"742",2000,"CALIFORNIA","NEVADA",6057,"REPUBLICAN",25998,47479
"745",2000,"CALIFORNIA","ORANGE",6059,"DEMOCRAT",391819,970905
"746",2000,"CALIFORNIA","ORANGE",6059,"REPUBLICAN",541299,970905
"749",2000,"CALIFORNIA","PLACER",6061,"DEMOCRAT",42449,117799
"750",2000,"CALIFORNIA","PLACER",6061,"REPUBLICAN",69835,117799
"753",2000,"CALIFORNIA","PLUMAS",6063,"DEMOCRAT",3458,10401
"754",2000,"CALIFORNIA","PLUMAS",6063,"REPUBLICAN",6343,10401
"757",2000,"CALIFORNIA","RIVERSIDE",6065,"DEMOCRAT",202576,451127
"758",2000,"CALIFORNIA","RIVERSIDE",6065,"REPUBLICAN",231955,451127
"761",2000,"CALIFORNIA","SACRAMENTO",6067,"DEMOCRAT",212792,431550
"762",2000,"CALIFORNIA","SACRAMENTO",6067,"REPUBLICAN",195619,431550
"765",2000,"CALIFORNIA","SAN BENITO",6069,"DEMOCRAT",9131,16831
"766",2000,"CALIFORNIA","SAN BENITO",6069,"REPUBLICAN",7015,16831
"769",2000,"CALIFORNIA","SAN BERNARDINO",6071,"DEMOCRAT",214749,454893
"770",2000,"CALIFORNIA","SAN BERNARDINO",6071,"REPUBLICAN",221757,454893
"773",2000,"CALIFORNIA","SAN DIEGO",6073,"DEMOCRAT",437666,958634
"774",2000,"CALIFORNIA","SAN DIEGO",6073,"REPUBLICAN",475736,958634
"777",2000,"CALIFORNIA","SAN FRANCISCO",6075,"DEMOCRAT",241578,319786
"778",2000,"CALIFORNIA","SAN FRANCISCO",6075,"REPUBLICAN",51496,319786
"781",2000,"CALIFORNIA","SAN JOAQUIN",6077,"DEMOCRAT",79776,167239
"782",2000,"CALIFORNIA","SAN JOAQUIN",6077,"REPUBLICAN",81773,167239
"785",2000,"CALIFORNIA","SAN LUIS OBISPO",6079,"DEMOCRAT",44526,108886
"786",2000,"CALIFORNIA","SAN LUIS OBISPO",6079,"REPUBLICAN",56859,108886
"789",2000,"CALIFORNIA","SAN MATEO",6081,"DEMOCRAT",166757,259399
"790",2000,"CALIFORNIA","SAN MATEO",6081,"REPUBLICAN",80296,259399
"793",2000,"CALIFORNIA","SANTA BARBARA",6083,"DEMOCRAT",73411,154974
"794",2000,"CALIFORNIA","SANTA BARBARA",6083,"REPUBLICAN",71493,154974
"797",2000,"CALIFORNIA","SANTA CLARA",6085,"DEMOCRAT",332490,548129
"798",2000,"CALIFORNIA","SANTA CLARA",6085,"REPUBLICAN",188750,548129
"801",2000,"CALIFORNIA","SANTA CRUZ",6087,"DEMOCRAT",66618,108350
"802",2000,"CALIFORNIA","SANTA CRUZ",6087,"REPUBLICAN",29627,108350
"805",2000,"CALIFORNIA","SHASTA",6089,"DEMOCRAT",20127,66544
"806",2000,"CALIFORNIA","SHASTA",6089,"REPUBLICAN",43278,66544
"809",2000,"CALIFORNIA","SIERRA",6091,"DEMOCRAT",540,1847
"810",2000,"CALIFORNIA","SIERRA",6091,"REPUBLICAN",1172,1847
"813",2000,"CALIFORNIA","SISKIYOU",6093,"DEMOCRAT",6323,19819
"814",2000,"CALIFORNIA","SISKIYOU",6093,"REPUBLICAN",12198,19819
"817",2000,"CALIFORNIA","SOLANO",6095,"DEMOCRAT",75116,131735
"818",2000,"CALIFORNIA","SOLANO",6095,"REPUBLICAN",51604,131735
"821",2000,"CALIFORNIA","SONOMA",6097,"DEMOCRAT",117295,197006
"822",2000,"CALIFORNIA","SONOMA",6097,"REPUBLICAN",63529,197006
"825",2000,"CALIFORNIA","STANISLAUS",6099,"DEMOCRAT",56448,128267
"826",2000,"CALIFORNIA","STANISLAUS",6099,"REPUBLICAN",67188,128267
"829",2000,"CALIFORNIA","SUTTER",6101,"DEMOCRAT",8416,26564
"830",2000,"CALIFORNIA","SUTTER",6101,"REPUBLICAN",17350,26564
"833",2000,"CALIFORNIA","TEHAMA",6103,"DEMOCRAT",6507,20854
"834",2000,"CALIFORNIA","TEHAMA",6103,"REPUBLICAN",13270,20854
"837",2000,"CALIFORNIA","TRINITY",6105,"DEMOCRAT",1932,5797
"838",2000,"CALIFORNIA","TRINITY",6105,"REPUBLICAN",3340,5797
"841",2000,"CALIFORNIA","TULARE",6107,"DEMOCRAT",33006,89818
"842",2000,"CALIFORNIA","TULARE",6107,"REPUBLICAN",54070,89818
"845",2000,"CALIFORNIA","TUOLUMNE",6109,"DEMOCRAT",9359,23727
"846",2000,"CALIFORNIA","TUOLUMNE",6109,"REPUBLICAN",13172,23727
"849",2000,"CALIFORNIA","VENTURA",6111,"DEMOCRAT",133258,282692
"850",2000,"CALIFORNIA","VENTURA",6111,"REPUBLICAN",136173,282692
"853",2000,"CALIFORNIA","YOLO",6113,"DEMOCRAT",33747,61436
"854",2000,"CALIFORNIA","YOLO",6113,"REPUBLICAN",23057,61436
"857",2000,"CALIFORNIA","YUBA",6115,"DEMOCRAT",5546,16127
"858",2000,"CALIFORNIA","YUBA",6115,"REPUBLICAN",9838,16127
"861",2000,"COLORADO","ADAMS",8001,"DEMOCRAT",54132,107852
"862",2000,"COLORADO","ADAMS",8001,"REPUBLICAN",47561,107852
"865",2000,"COLORADO","ALAMOSA",8003,"DEMOCRAT",2455,5659
"866",2000,"COLORADO","ALAMOSA",8003,"REPUBLICAN",2857,5659
"869",2000,"COLORADO","ARAPAHOE",8005,"DEMOCRAT",82614,189942
"870",2000,"COLORADO","ARAPAHOE",8005,"REPUBLICAN",97768,189942
"873",2000,"COLORADO","ARCHULETA",8007,"DEMOCRAT",1432,4758
"874",2000,"COLORADO","ARCHULETA",8007,"REPUBLICAN",2988,4758
"877",2000,"COLORADO","BACA",8009,"DEMOCRAT",531,2278
"878",2000,"COLORADO","BACA",8009,"REPUBLICAN",1663,2278
"881",2000,"COLORADO","BENT",8011,"DEMOCRAT",783,1963
"882",2000,"COLORADO","BENT",8011,"REPUBLICAN",1096,1963
"885",2000,"COLORADO","BOULDER",8013,"DEMOCRAT",69983,139626
"886",2000,"COLORADO","BOULDER",8013,"REPUBLICAN",50873,139626
"889",2000,"COLORADO","CHAFFEE",8015,"DEMOCRAT",2768,7610
"890",2000,"COLORADO","CHAFFEE",8015,"REPUBLICAN",4300,7610
"893",2000,"COLORADO","CHEYENNE",8017,"DEMOCRAT",209,1212
"894",2000,"COLORADO","CHEYENNE",8017,"REPUBLICAN",957,1212
"897",2000,"COLORADO","CLEAR CREEK",8019,"DEMOCRAT",2188,4924
"898",2000,"COLORADO","CLEAR CREEK",8019,"REPUBLICAN",2247,4924
"901",2000,"COLORADO","CONEJOS",8021,"DEMOCRAT",1749,3671
"902",2000,"COLORADO","CONEJOS",8021,"REPUBLICAN",1772,3671
"905",2000,"COLORADO","COSTILLA",8023,"DEMOCRAT",1054,1648
"906",2000,"COLORADO","COSTILLA",8023,"REPUBLICAN",504,1648
"909",2000,"COLORADO","CROWLEY",8025,"DEMOCRAT",511,1445
"910",2000,"COLORADO","CROWLEY",8025,"REPUBLICAN",855,1445
"913",2000,"COLORADO","CUSTER",8027,"DEMOCRAT",507,2111
"914",2000,"COLORADO","CUSTER",8027,"REPUBLICAN",1451,2111
"917",2000,"COLORADO","DELTA",8029,"DEMOCRAT",3264,12686
"918",2000,"COLORADO","DELTA",8029,"REPUBLICAN",8372,12686
"921",2000,"COLORADO","DENVER",8031,"DEMOCRAT",122693,198347
"922",2000,"COLORADO","DENVER",8031,"REPUBLICAN",61224,198347
"925",2000,"COLORADO","DOLORES",8033,"DEMOCRAT",293,1134
"926",2000,"COLORADO","DOLORES",8033,"REPUBLICAN",741,1134
"929",2000,"COLORADO","DOUGLAS",8035,"DEMOCRAT",27076,86225
"930",2000,"COLORADO","DOUGLAS",8035,"REPUBLICAN",56007,86225
"933",2000,"COLORADO","EAGLE",8037,"DEMOCRAT",6772,15188
"934",2000,"COLORADO","EAGLE",8037,"REPUBLICAN",7165,15188
"937",2000,"COLORADO","ELBERT",8039,"DEMOCRAT",2326,8965
"938",2000,"COLORADO","ELBERT",8039,"REPUBLICAN",6151,8965
"941",2000,"COLORADO","EL PASO",8041,"DEMOCRAT",61799,200757
"942",2000,"COLORADO","EL PASO",8041,"REPUBLICAN",128294,200757
"945",2000,"COLORADO","FREMONT",8043,"DEMOCRAT",5293,16056
"946",2000,"COLORADO","FREMONT",8043,"REPUBLICAN",9914,16056
"949",2000,"COLORADO","GARFIELD",8045,"DEMOCRAT",6087,17104
"950",2000,"COLORADO","GARFIELD",8045,"REPUBLICAN",9103,17104
"953",2000,"COLORADO","GILPIN",8047,"DEMOCRAT",1099,2465
"954",2000,"COLORADO","GILPIN",8047,"REPUBLICAN",1006,2465
"957",2000,"COLORADO","GRAND",8049,"DEMOCRAT",2308,6353
"958",2000,"COLORADO","GRAND",8049,"REPUBLICAN",3570,6353
"961",2000,"COLORADO","GUNNISON",8051,"DEMOCRAT",3059,7236
"962",2000,"COLORADO","GUNNISON",8051,"REPUBLICAN",3128,7236
"965",2000,"COLORADO","HINSDALE",8053,"DEMOCRAT",188,566
"966",2000,"COLORADO","HINSDALE",8053,"REPUBLICAN",316,566
"969",2000,"COLORADO","HUERFANO",8055,"DEMOCRAT",1495,3174
"970",2000,"COLORADO","HUERFANO",8055,"REPUBLICAN",1466,3174
"973",2000,"COLORADO","JACKSON",8057,"DEMOCRAT",173,925
"974",2000,"COLORADO","JACKSON",8057,"REPUBLICAN",682,925
"977",2000,"COLORADO","JEFFERSON",8059,"DEMOCRAT",100970,235491
"978",2000,"COLORADO","JEFFERSON",8059,"REPUBLICAN",120138,235491
"981",2000,"COLORADO","KIOWA",8061,"DEMOCRAT",211,968
"982",2000,"COLORADO","KIOWA",8061,"REPUBLICAN",728,968
"985",2000,"COLORADO","KIT CARSON",8063,"DEMOCRAT",809,3458
"986",2000,"COLORADO","KIT CARSON",8063,"REPUBLICAN",2542,3458
"989",2000,"COLORADO","LAKE",8065,"DEMOCRAT",1296,2628
"990",2000,"COLORADO","LAKE",8065,"REPUBLICAN",1056,2628
"993",2000,"COLORADO","LA PLATA",8067,"DEMOCRAT",7864,20490
"994",2000,"COLORADO","LA PLATA",8067,"REPUBLICAN",9993,20490
"997",2000,"COLORADO","LARIMER",8069,"DEMOCRAT",46055,118537
"998",2000,"COLORADO","LARIMER",8069,"REPUBLICAN",62429,118537
"1001",2000,"COLORADO","LAS ANIMAS",8071,"DEMOCRAT",3243,6094
"1002",2000,"COLORADO","LAS ANIMAS",8071,"REPUBLICAN",2569,6094
"1005",2000,"COLORADO","LINCOLN",8073,"DEMOCRAT",510,2199
"1006",2000,"COLORADO","LINCOLN",8073,"REPUBLICAN",1630,2199
"1009",2000,"COLORADO","LOGAN",8075,"DEMOCRAT",2296,8096
"1010",2000,"COLORADO","LOGAN",8075,"REPUBLICAN",5531,8096
"1013",2000,"COLORADO","MESA",8077,"DEMOCRAT",15465,51054
"1014",2000,"COLORADO","MESA",8077,"REPUBLICAN",32396,51054
"1017",2000,"COLORADO","MINERAL",8079,"DEMOCRAT",168,486
"1018",2000,"COLORADO","MINERAL",8079,"REPUBLICAN",294,486
"1021",2000,"COLORADO","MOFFAT",8081,"DEMOCRAT",1223,5337
"1022",2000,"COLORADO","MOFFAT",8081,"REPUBLICAN",3840,5337
"1025",2000,"COLORADO","MONTEZUMA",8083,"DEMOCRAT",2556,9384
"1026",2000,"COLORADO","MONTEZUMA",8083,"REPUBLICAN",6158,9384
"1029",2000,"COLORADO","MONTROSE",8085,"DEMOCRAT",4041,14215
"1030",2000,"COLORADO","MONTROSE",8085,"REPUBLICAN",9266,14215
"1033",2000,"COLORADO","MORGAN",8087,"DEMOCRAT",2885,8998
"1034",2000,"COLORADO","MORGAN",8087,"REPUBLICAN",5722,8998
"1037",2000,"COLORADO","OTERO",8089,"DEMOCRAT",2963,7312
"1038",2000,"COLORADO","OTERO",8089,"REPUBLICAN",4082,7312
"1041",2000,"COLORADO","OURAY",8091,"DEMOCRAT",705,2233
"1042",2000,"COLORADO","OURAY",8091,"REPUBLICAN",1279,2233
"1045",2000,"COLORADO","PARK",8093,"DEMOCRAT",2393,6665
"1046",2000,"COLORADO","PARK",8093,"REPUBLICAN",3677,6665
"1049",2000,"COLORADO","PHILLIPS",8095,"DEMOCRAT",564,2220
"1050",2000,"COLORADO","PHILLIPS",8095,"REPUBLICAN",1573,2220
"1053",2000,"COLORADO","PITKIN",8097,"DEMOCRAT",4137,7800
"1054",2000,"COLORADO","PITKIN",8097,"REPUBLICAN",2565,7800
"1057",2000,"COLORADO","PROWERS",8099,"DEMOCRAT",1361,4524
"1058",2000,"COLORADO","PROWERS",8099,"REPUBLICAN",3026,4524
"1061",2000,"COLORADO","PUEBLO",8101,"DEMOCRAT",28888,53946
"1062",2000,"COLORADO","PUEBLO",8101,"REPUBLICAN",22827,53946
"1065",2000,"COLORADO","RIO BLANCO",8103,"DEMOCRAT",543,2855
"1066",2000,"COLORADO","RIO BLANCO",8103,"REPUBLICAN",2185,2855
"1069",2000,"COLORADO","RIO GRANDE",8105,"DEMOCRAT",1707,5075
"1070",2000,"COLORADO","RIO GRANDE",8105,"REPUBLICAN",3111,5075
"1073",2000,"COLORADO","ROUTT",8107,"DEMOCRAT",4208,9638
"1074",2000,"COLORADO","ROUTT",8107,"REPUBLICAN",4472,9638
"1077",2000,"COLORADO","SAGUACHE",8109,"DEMOCRAT",1145,2529
"1078",2000,"COLORADO","SAGUACHE",8109,"REPUBLICAN",1078,2529
"1081",2000,"COLORADO","SAN JUAN",8111,"DEMOCRAT",149,436
"1082",2000,"COLORADO","SAN JUAN",8111,"REPUBLICAN",210,436
"1085",2000,"COLORADO","SAN MIGUEL",8113,"DEMOCRAT",1598,3255
"1086",2000,"COLORADO","SAN MIGUEL",8113,"REPUBLICAN",1043,3255
"1089",2000,"COLORADO","SEDGWICK",8115,"DEMOCRAT",384,1303
"1090",2000,"COLORADO","SEDGWICK",8115,"REPUBLICAN",877,1303
"1093",2000,"COLORADO","SUMMIT",8117,"DEMOCRAT",5304,11068
"1094",2000,"COLORADO","SUMMIT",8117,"REPUBLICAN",4497,11068
"1097",2000,"COLORADO","TELLER",8119,"DEMOCRAT",2750,9847
"1098",2000,"COLORADO","TELLER",8119,"REPUBLICAN",6477,9847
"1101",2000,"COLORADO","WASHINGTON",8121,"DEMOCRAT",477,2445
"1102",2000,"COLORADO","WASHINGTON",8121,"REPUBLICAN",1878,2445
"1105",2000,"COLORADO","WELD",8123,"DEMOCRAT",23436,64541
"1106",2000,"COLORADO","WELD",8123,"REPUBLICAN",37409,64541
"1109",2000,"COLORADO","YUMA",8125,"DEMOCRAT",1082,4358
"1110",2000,"COLORADO","YUMA",8125,"REPUBLICAN",3156,4358
"1113",2000,"CONNECTICUT","FAIRFIELD",9001,"DEMOCRAT",193769,370289
"1114",2000,"CONNECTICUT","FAIRFIELD",9001,"REPUBLICAN",159659,370289
"1117",2000,"CONNECTICUT","HARTFORD",9003,"DEMOCRAT",221167,367556
"1118",2000,"CONNECTICUT","HARTFORD",9003,"REPUBLICAN",127468,367556
"1121",2000,"CONNECTICUT","LITCHFIELD",9005,"DEMOCRAT",41806,87338
"1122",2000,"CONNECTICUT","LITCHFIELD",9005,"REPUBLICAN",39172,87338
"1125",2000,"CONNECTICUT","MIDDLESEX",9007,"DEMOCRAT",43319,77433
"1126",2000,"CONNECTICUT","MIDDLESEX",9007,"REPUBLICAN",29295,77433
"1129",2000,"CONNECTICUT","NEW HAVEN",9009,"DEMOCRAT",197928,341099
"1130",2000,"CONNECTICUT","NEW HAVEN",9009,"REPUBLICAN",122919,341099
"1133",2000,"CONNECTICUT","NEW LONDON",9011,"DEMOCRAT",60449,109147
"1134",2000,"CONNECTICUT","NEW LONDON",9011,"REPUBLICAN",41168,109147
"1137",2000,"CONNECTICUT","TOLLAND",9013,"DEMOCRAT",33554,62700
"1138",2000,"CONNECTICUT","TOLLAND",9013,"REPUBLICAN",24705,62700
"1141",2000,"CONNECTICUT","WINDHAM",9015,"DEMOCRAT",24023,43963
"1142",2000,"CONNECTICUT","WINDHAM",9015,"REPUBLICAN",16708,43963
"1145",2000,"DELAWARE","KENT",10001,"DEMOCRAT",22790,48247
"1146",2000,"DELAWARE","KENT",10001,"REPUBLICAN",24081,48247
"1149",2000,"DELAWARE","NEW CASTLE",10003,"DEMOCRAT",127539,212995
"1150",2000,"DELAWARE","NEW CASTLE",10003,"REPUBLICAN",78587,212995
"1153",2000,"DELAWARE","SUSSEX",10005,"DEMOCRAT",29739,66287
"1154",2000,"DELAWARE","SUSSEX",10005,"REPUBLICAN",34620,66287
"1161",2000,"FLORIDA","ALACHUA",12001,"DEMOCRAT",47365,85729
"1162",2000,"FLORIDA","ALACHUA",12001,"REPUBLICAN",34124,85729
"1165",2000,"FLORIDA","BAKER",12003,"DEMOCRAT",2392,8154
"1166",2000,"FLORIDA","BAKER",12003,"REPUBLICAN",5610,8154
"1169",2000,"FLORIDA","BAY",12005,"DEMOCRAT",18850,58805
"1170",2000,"FLORIDA","BAY",12005,"REPUBLICAN",38637,58805
"1173",2000,"FLORIDA","BRADFORD",12007,"DEMOCRAT",3075,8673
"1174",2000,"FLORIDA","BRADFORD",12007,"REPUBLICAN",5414,8673
"1177",2000,"FLORIDA","BREVARD",12009,"DEMOCRAT",97318,218395
"1178",2000,"FLORIDA","BREVARD",12009,"REPUBLICAN",115185,218395
"1181",2000,"FLORIDA","BROWARD",12011,"DEMOCRAT",387703,575143
"1182",2000,"FLORIDA","BROWARD",12011,"REPUBLICAN",177902,575143
"1185",2000,"FLORIDA","CALHOUN",12013,"DEMOCRAT",2155,5174
"1186",2000,"FLORIDA","CALHOUN",12013,"REPUBLICAN",2873,5174
"1189",2000,"FLORIDA","CHARLOTTE",12015,"DEMOCRAT",29645,66896
"1190",2000,"FLORIDA","CHARLOTTE",12015,"REPUBLICAN",35426,66896
"1193",2000,"FLORIDA","CITRUS",12017,"DEMOCRAT",25525,57206
"1194",2000,"FLORIDA","CITRUS",12017,"REPUBLICAN",29767,57206
"1197",2000,"FLORIDA","CLAY",12019,"DEMOCRAT",14632,57353
"1198",2000,"FLORIDA","CLAY",12019,"REPUBLICAN",41736,57353
"1201",2000,"FLORIDA","COLLIER",12021,"DEMOCRAT",29921,92162
"1202",2000,"FLORIDA","COLLIER",12021,"REPUBLICAN",60450,92162
"1205",2000,"FLORIDA","COLUMBIA",12023,"DEMOCRAT",7047,18508
"1206",2000,"FLORIDA","COLUMBIA",12023,"REPUBLICAN",10964,18508
"1209",2000,"FLORIDA","DESOTO",12027,"DEMOCRAT",3320,7817
"1210",2000,"FLORIDA","DESOTO",12027,"REPUBLICAN",4256,7817
"1213",2000,"FLORIDA","DIXIE",12029,"DEMOCRAT",1826,4666
"1214",2000,"FLORIDA","DIXIE",12029,"REPUBLICAN",2697,4666
"1217",2000,"FLORIDA","DUVAL",12031,"DEMOCRAT",107864,264636
"1218",2000,"FLORIDA","DUVAL",12031,"REPUBLICAN",152098,264636
"1221",2000,"FLORIDA","ESCAMBIA",12033,"DEMOCRAT",40943,116648
"1222",2000,"FLORIDA","ESCAMBIA",12033,"REPUBLICAN",73017,116648
"1225",2000,"FLORIDA","FLAGLER",12035,"DEMOCRAT",13897,27111
"1226",2000,"FLORIDA","FLAGLER",12035,"REPUBLICAN",12613,27111
"1229",2000,"FLORIDA","FRANKLIN",12037,"DEMOCRAT",2046,4644
"1230",2000,"FLORIDA","FRANKLIN",12037,"REPUBLICAN",2454,4644
"1233",2000,"FLORIDA","GADSDEN",12039,"DEMOCRAT",9735,14727
"1234",2000,"FLORIDA","GADSDEN",12039,"REPUBLICAN",4767,14727
"1237",2000,"FLORIDA","GILCHRIST",12041,"DEMOCRAT",1910,5395
"1238",2000,"FLORIDA","GILCHRIST",12041,"REPUBLICAN",3300,5395
"1241",2000,"FLORIDA","GLADES",12043,"DEMOCRAT",1442,3365
"1242",2000,"FLORIDA","GLADES",12043,"REPUBLICAN",1841,3365
"1245",2000,"FLORIDA","GULF",12045,"DEMOCRAT",2397,6144
"1246",2000,"FLORIDA","GULF",12045,"REPUBLICAN",3550,6144
"1249",2000,"FLORIDA","HAMILTON",12047,"DEMOCRAT",1722,3964
"1250",2000,"FLORIDA","HAMILTON",12047,"REPUBLICAN",2146,3964
"1253",2000,"FLORIDA","HARDEE",12049,"DEMOCRAT",2339,6233
"1254",2000,"FLORIDA","HARDEE",12049,"REPUBLICAN",3765,6233
"1257",2000,"FLORIDA","HENDRY",12051,"DEMOCRAT",3240,8139
"1258",2000,"FLORIDA","HENDRY",12051,"REPUBLICAN",4747,8139
"1261",2000,"FLORIDA","HERNANDO",12053,"DEMOCRAT",32644,65219
"1262",2000,"FLORIDA","HERNANDO",12053,"REPUBLICAN",30646,65219
"1265",2000,"FLORIDA","HIGHLANDS",12055,"DEMOCRAT",14167,35149
"1266",2000,"FLORIDA","HIGHLANDS",12055,"REPUBLICAN",20206,35149
"1269",2000,"FLORIDA","HILLSBOROUGH",12057,"DEMOCRAT",169557,360295
"1270",2000,"FLORIDA","HILLSBOROUGH",12057,"REPUBLICAN",180760,360295
"1273",2000,"FLORIDA","HOLMES",12059,"DEMOCRAT",2177,7395
"1274",2000,"FLORIDA","HOLMES",12059,"REPUBLICAN",5011,7395
"1277",2000,"FLORIDA","INDIAN RIVER",12061,"DEMOCRAT",19768,49622
"1278",2000,"FLORIDA","INDIAN RIVER",12061,"REPUBLICAN",28635,49622
"1281",2000,"FLORIDA","JACKSON",12063,"DEMOCRAT",6868,16300
"1282",2000,"FLORIDA","JACKSON",12063,"REPUBLICAN",9138,16300
"1285",2000,"FLORIDA","JEFFERSON",12065,"DEMOCRAT",3041,5644
"1286",2000,"FLORIDA","JEFFERSON",12065,"REPUBLICAN",2478,5644
"1289",2000,"FLORIDA","LAFAYETTE",12067,"DEMOCRAT",789,2505
"1290",2000,"FLORIDA","LAFAYETTE",12067,"REPUBLICAN",1670,2505
"1293",2000,"FLORIDA","LAKE",12069,"DEMOCRAT",36571,88611
"1294",2000,"FLORIDA","LAKE",12069,"REPUBLICAN",50010,88611
"1297",2000,"FLORIDA","LEE",12071,"DEMOCRAT",73560,184377
"1298",2000,"FLORIDA","LEE",12071,"REPUBLICAN",106141,184377
"1301",2000,"FLORIDA","LEON",12073,"DEMOCRAT",61427,103124
"1302",2000,"FLORIDA","LEON",12073,"REPUBLICAN",39062,103124
"1305",2000,"FLORIDA","LEVY",12075,"DEMOCRAT",5398,12724
"1306",2000,"FLORIDA","LEVY",12075,"REPUBLICAN",6858,12724
"1309",2000,"FLORIDA","LIBERTY",12077,"DEMOCRAT",1017,2410
"1310",2000,"FLORIDA","LIBERTY",12077,"REPUBLICAN",1317,2410
"1313",2000,"FLORIDA","MADISON",12079,"DEMOCRAT",3014,6162
"1314",2000,"FLORIDA","MADISON",12079,"REPUBLICAN",3038,6162
"1317",2000,"FLORIDA","MANATEE",12081,"DEMOCRAT",49177,110221
"1318",2000,"FLORIDA","MANATEE",12081,"REPUBLICAN",57952,110221
"1321",2000,"FLORIDA","MARION",12083,"DEMOCRAT",44665,102956
"1322",2000,"FLORIDA","MARION",12083,"REPUBLICAN",55141,102956
"1325",2000,"FLORIDA","MARTIN",12085,"DEMOCRAT",26620,62013
"1326",2000,"FLORIDA","MARTIN",12085,"REPUBLICAN",33970,62013
"1329",2000,"FLORIDA","MIAMI-DADE",12086,"DEMOCRAT",328808,625449
"1330",2000,"FLORIDA","MIAMI-DADE",12086,"REPUBLICAN",289533,625449
"1333",2000,"FLORIDA","MONROE",12087,"DEMOCRAT",16483,33896
"1334",2000,"FLORIDA","MONROE",12087,"REPUBLICAN",16059,33896
"1337",2000,"FLORIDA","NASSAU",12089,"DEMOCRAT",6952,23780
"1338",2000,"FLORIDA","NASSAU",12089,"REPUBLICAN",16404,23780
"1341",2000,"FLORIDA","OKALOOSA",12091,"DEMOCRAT",16948,70680
"1342",2000,"FLORIDA","OKALOOSA",12091,"REPUBLICAN",52093,70680
"1345",2000,"FLORIDA","OKEECHOBEE",12093,"DEMOCRAT",4588,9853
"1346",2000,"FLORIDA","OKEECHOBEE",12093,"REPUBLICAN",5057,9853
"1349",2000,"FLORIDA","ORANGE",12095,"DEMOCRAT",140220,280125
"1350",2000,"FLORIDA","ORANGE",12095,"REPUBLICAN",134517,280125
"1353",2000,"FLORIDA","OSCEOLA",12097,"DEMOCRAT",28181,55659
"1354",2000,"FLORIDA","OSCEOLA",12097,"REPUBLICAN",26212,55659
"1357",2000,"FLORIDA","PALM BEACH",12099,"DEMOCRAT",269732,433186
"1358",2000,"FLORIDA","PALM BEACH",12099,"REPUBLICAN",152951,433186
"1361",2000,"FLORIDA","PASCO",12101,"DEMOCRAT",69564,142731
"1362",2000,"FLORIDA","PASCO",12101,"REPUBLICAN",68582,142731
"1365",2000,"FLORIDA","PINELLAS",12103,"DEMOCRAT",200630,398472
"1366",2000,"FLORIDA","PINELLAS",12103,"REPUBLICAN",184825,398472
"1369",2000,"FLORIDA","POLK",12105,"DEMOCRAT",75200,168607
"1370",2000,"FLORIDA","POLK",12105,"REPUBLICAN",90295,168607
"1373",2000,"FLORIDA","PUTNAM",12107,"DEMOCRAT",12102,26222
"1374",2000,"FLORIDA","PUTNAM",12107,"REPUBLICAN",13447,26222
"1377",2000,"FLORIDA","ST. JOHNS",12109,"DEMOCRAT",19502,60746
"1378",2000,"FLORIDA","ST. JOHNS",12109,"REPUBLICAN",39546,60746
"1381",2000,"FLORIDA","ST. LUCIE",12111,"DEMOCRAT",41559,77989
"1382",2000,"FLORIDA","ST. LUCIE",12111,"REPUBLICAN",34705,77989
"1385",2000,"FLORIDA","SANTA ROSA",12113,"DEMOCRAT",12802,50319
